laptop_ID,Company,Product,TypeName,Inches,Ram,OpSys,Weight,Price_euros,is_Full HD,is_IPS Panel,is_Retina Display,is_Touchscreen,is_Quad HD+,is_4K Ultra HD,ScreenSize,ssd_gb,hdd_gb,flash_gb,hybrid_gb,Cpu_Company,Cpu_Frequency_GHz,Cpu_Type,Gpu_Company,is_Intel_Gpu,Gpu_Type
316,Dell,XPS 13,Ultrabook,13.3,16.0,Windows 10,1.21,7.824046010856292,0,1,0,1,0,1,8294400,1024,0,0,0,Intel,1.8,Intel i7,Intel,1,Intel Graphics
317,MSI,GE63VR 7RF,Gaming,15.6,16.0,Windows 10,2.8,7.649692623711514,1,1,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
318,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,8.0,Windows 10,2.23,6.152732694704104,1,0,0,0,0,0,2073600,256,0,0,0,AMD,2.2,AMD A-Series,AMD,0,AMD Radeon
319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,2.0,Windows 10,1.1,5.62040086571715,0,0,0,1,0,0,1049088,0,0,32,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
320,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.33,6.739336627357174,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,1.6,Intel i5,AMD,0,AMD Radeon
321,HP,Spectre x360,2 in 1 Convertible,13.3,16.0,Windows 10,1.29,7.803843303538772,0,1,0,1,0,1,8294400,1024,0,0,0,Intel,1.8,Intel i7,Intel,1,Intel Graphics
322,Lenovo,ThinkPad 13,Notebook,13.3,4.0,Chrome OS,1.45,6.133181099726462,0,0,0,0,0,0,1049088,0,0,16,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
323,HP,ProBook 640,Notebook,14.0,8.0,Windows 10,1.95,6.8885724595653635,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
324,Acer,TravelMate B,Notebook,11.6,4.0,Windows 10,1.4,6.186208623900494,0,0,0,0,0,0,1049088,0,0,128,0,Intel,1.6,Intel Pentium,Intel,1,Intel Graphics
325,HP,Elitebook 840,Notebook,14.0,8.0,Windows 10,1.48,7.164720378771857,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,4.0,Windows 10,2.79,6.380122536899765,0,0,0,0,0,0,1440000,0,1024,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
327,Asus,ZenBook UX410UA-GV183T,Notebook,14.0,8.0,Windows 10,2.0,6.9985096422506015,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
329,HP,ProBook 450,Notebook,15.6,8.0,Windows 10,2.1,6.805722553416985,1,1,0,0,0,0,1049088,0,1024,0,0,Intel,1.8,Intel i7,Intel,1,Intel Graphics
330,Acer,Aspire 5,Notebook,15.6,8.0,Windows 10,2.2,6.492239835020471,0,0,0,0,0,0,1049088,256,0,0,0,AMD,2.7,AMD Other,AMD,0,AMD Radeon
331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,4.0,Windows 10,1.44,5.680172609017068,0,0,0,0,0,0,1049088,0,0,32,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
332,Acer,Aspire E5-575,Notebook,15.6,6.0,Windows 10,2.23,6.309918278226516,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
333,Asus,VivoBook S15,Ultrabook,15.6,8.0,Windows 10,1.7,6.957402218871551,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Nvidia,0,Nvidia GeForce
334,HP,Elitebook 820,Ultrabook,12.5,8.0,Windows 10,1.26,7.197435354096591,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
335,Dell,XPS 15,Notebook,15.6,32.0,Windows 10,2.06,7.878534196140362,0,0,0,1,0,1,8294400,1024,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
336,MSI,GL72M 7REX,Gaming,17.3,8.0,Windows 10,2.7,7.090076835776092,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
337,Toshiba,Satellite Pro,Notebook,15.6,8.0,Windows 10,2.0,6.8501261661455,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,8.0,Windows 10,2.0,7.19668657083435,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4.0,Windows 10,1.85,6.1092475827643655,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,8.0,Windows 10,2.5,6.907755278982137,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
341,HP,EliteBook 840,Notebook,14.0,8.0,Windows 10,1.48,7.1459844677143876,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.6,Intel i5,Intel,1,Intel Graphics
342,Dell,Inspiron 7570,Ultrabook,15.6,8.0,Windows 10,1.9,6.956545443151569,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,1.6,Intel i5,Nvidia,0,Nvidia GeForce
343,HP,Elitebook 850,Notebook,15.6,8.0,Windows 10,1.84,7.0431599159883405,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4.0,Linux,2.0,5.620364633176702,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
345,Dell,Inspiron 7570,Notebook,15.6,8.0,Windows 10,2.0,7.042067616589731,1,0,0,0,0,0,2073600,256,0,0,0,Intel,1.6,Intel i5,Nvidia,0,Nvidia GeForce
346,Dell,Inspiron 3552,Notebook,15.6,4.0,Linux,2.2,5.62003848122324,0,0,0,0,0,0,1049088,0,500,0,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12.0,Windows 10,2.2,6.802394763324311,1,0,0,0,0,0,2073600,0,2048,0,0,AMD,3.6,AMD Other,AMD,0,AMD Radeon
348,HP,ProBook 450,Notebook,15.6,8.0,Windows 10,2.1,6.57507584059962,1,1,0,0,0,0,2073600,0,1024,0,0,Intel,2.4,Intel i3,Nvidia,0,Nvidia GeForce
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16.0,Windows 10,1.4,7.649692623711514,0,1,0,1,0,1,8294400,512,0,0,0,Intel,1.8,Intel i7,Intel,1,Intel Graphics
350,Dell,XPS 13,Ultrabook,13.3,8.0,Windows 10,1.2,7.365180126021013,1,0,0,0,0,0,2073600,256,0,0,0,Intel,1.8,Intel i7,Intel,1,Intel Graphics
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16.0,Windows 10,2.4,7.029972911706386,1,1,0,0,0,0,2073600,256,2048,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
352,HP,Stream 14-AX001nv,Notebook,14.0,2.0,Windows 10,1.44,5.634789603169249,0,0,0,0,0,0,1049088,0,0,32,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
353,Dell,Latitude 5590,Ultrabook,15.6,16.0,Windows 10,1.88,7.383343286521773,1,0,0,0,0,0,2073600,768,0,0,0,Intel,1.9,Intel i7,Intel,1,Intel Graphics
354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,4.0,Windows 10,1.5,5.929589143389895,0,0,0,1,0,0,1049088,0,0,32,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
355,Dell,Inspiron 5570,Ultrabook,15.6,8.0,Windows 10,1.9,6.498282149476434,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,1.6,Intel i5,AMD,0,AMD Radeon
356,Dell,XPS 15,Notebook,15.6,16.0,Windows 10,2.06,7.615012443860422,0,0,0,1,0,1,8294400,512,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
357,HP,Elitebook 850,Notebook,15.6,8.0,Windows 10,1.84,7.173958319756794,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
358,MSI,GP72MVR 7RFX,Gaming,17.3,8.0,Windows 10,2.7,7.251344983372214,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
359,HP,Zbook 15,Workstation,15.6,8.0,Windows 10,2.6,7.461220763947065,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia Quadro
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,16.0,Windows 10,2.4,7.247080584585756,1,1,0,0,0,0,2073600,512,0,0,0,Intel,2.5,Intel i7,Nvidia,0,Nvidia GeForce
361,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.02,6.879252918509425,1,0,0,0,0,0,2073600,128,2048,0,0,Intel,1.8,Intel i7,AMD,0,AMD Radeon
362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4.0,No OS,2.2,5.777621362991072,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
363,Dell,Inspiron 7577,Gaming,15.6,8.0,Windows 10,2.65,6.907755278982137,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
364,Dell,Inspiron 3567,Notebook,15.6,8.0,Windows 10,2.36,6.32502182507656,0,0,0,1,0,0,1049088,0,2048,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
365,Dell,Latitude 7480,Notebook,14.0,8.0,Windows 10,1.36,7.2640301428995295,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.6,Intel i5,Intel,1,Intel Graphics
366,HP,250 G6,Notebook,15.6,4.0,Windows 10,1.86,6.0867747269123065,0,0,0,0,0,0,1049088,0,500,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8.0,Windows 10,2.0,6.852242569051878,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6.0,Windows 10,2.8,6.579251212010101,0,0,0,0,0,0,1440000,128,1024,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
369,HP,250 G6,Notebook,15.6,8.0,Windows 10,1.86,6.461468176353717,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8.0,No OS,2.2,6.214608098422191,0,0,0,0,0,0,1049088,256,0,0,0,Intel,2.0,Intel i3,Nvidia,0,Nvidia GeForce
371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8.0,Windows 10,2.04,5.966146739123692,0,0,0,0,0,0,1049088,0,2048,0,0,Intel,1.6,Intel Pentium,Intel,1,Intel Graphics
372,Dell,Inspiron 5770,Notebook,17.3,8.0,Windows 10,2.8,6.990256500493881,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,1.6,Intel i5,AMD,0,AMD Radeon
373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8.0,No OS,2.4,6.697034247666484,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
374,Dell,Inspiron 5567,Notebook,15.6,8.0,Windows 10,2.33,6.802394763324311,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,AMD,0,AMD Radeon
375,HP,Elitebook 1040,Ultrabook,14.0,8.0,Windows 10,1.36,7.467942332285852,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,12.0,Windows 10,2.26,7.003065458786462,1,0,0,1,0,0,2073600,512,2048,0,0,Intel,2.7,Intel i7,Nvidia,0,Nvidia GeForce
377,Acer,Aspire 3,Notebook,15.6,4.0,Windows 10,2.1,6.056784013228625,0,0,0,0,0,0,1049088,128,0,0,0,AMD,3.0,AMD A-Series,AMD,0,AMD Radeon
378,Asus,Rog Strix,Gaming,17.3,16.0,Windows 10,3.25,7.696212639346407,1,1,0,0,0,0,2073600,256,1024,0,0,AMD,3.0,AMD Ryzen,AMD,0,AMD Radeon
379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4.0,Windows 10,2.6,6.194405391104672,0,0,0,0,0,0,1440000,128,0,0,0,AMD,2.2,AMD A-Series,AMD,0,AMD Radeon
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8.0,Windows 10,1.62,6.768504705835444,1,0,0,1,0,0,2073600,256,0,0,0,Intel,1.8,Intel i7,Intel,1,Intel Graphics
381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4.0,Windows 10,1.91,6.194384982733157,1,0,0,0,0,0,2073600,256,0,0,0,AMD,3.0,AMD A-Series,AMD,0,AMD Radeon
382,Lenovo,Yoga 11e,Netbook,11.6,4.0,Windows 10,1.59,6.317164686747284,0,1,0,0,0,0,1049088,128,0,0,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
383,Dell,Inspiron 3552,Notebook,15.6,4.0,Windows 10,1.8,5.736572297479192,0,0,0,0,0,0,1049088,0,500,0,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
384,Asus,VivoBook E403NA,Notebook,14.0,4.0,Windows 10,1.5,5.659482215759621,0,0,0,0,0,0,1049088,0,0,32,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
385,Acer,Aspire 7,Notebook,15.6,8.0,Linux,2.4,6.741700694652055,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
386,HP,Omen 17-w212nv,Gaming,17.3,8.0,Windows 10,3.35,7.083387847625295,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4.0,No OS,1.85,6.002651736498547,1,0,0,0,0,0,2073600,128,0,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
388,Asus,ROG Strix,Gaming,15.6,8.0,Windows 10,2.3,7.412160334945205,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8.0,Windows 10,1.5,7.003065458786462,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
390,Asus,Zenbook Flip,Ultrabook,13.3,16.0,Windows 10,1.1,7.467313922427702,1,0,0,1,0,0,2073600,512,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
391,Lenovo,Thinkpad X1,Ultrabook,14.0,8.0,Windows 10,1.13,7.733245646529795,0,1,0,0,0,0,3686400,512,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4.0,Windows 10,1.5,6.309918278226516,1,1,0,0,0,0,2073600,128,0,0,0,Intel,2.4,Intel i3,Intel,1,Intel Graphics
393,Dell,Precision 3510,Workstation,15.6,8.0,Windows 10,2.23,7.222566018822171,1,0,0,0,0,0,2073600,0,500,0,0,Intel,2.6,Intel i5,AMD,0,AMD Graphics
394,Dell,Precision 5520,Workstation,15.6,8.0,Windows 10,2.0,7.666690200080086,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Nvidia,0,Nvidia Quadro
395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16.0,Windows 10,1.42,7.828038032125829,0,0,0,1,0,0,3686400,512,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,8.0,Windows 10,3.0,6.946975992135418,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
397,Asus,Rog GL753VE-GC070T,Gaming,17.3,16.0,Windows 10,3.0,7.3727463664043285,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
399,Acer,Aspire 5,Notebook,15.6,12.0,Windows 10,2.2,6.5438974569720685,0,1,0,0,0,0,1049088,0,1024,0,0,Intel,1.6,Intel i5,Nvidia,0,Nvidia GeForce
400,MSI,Leopard GP72M,Gaming,17.3,8.0,Windows 10,2.7,7.2078598714324755,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
401,Dell,Inspiron 5567,Notebook,15.6,8.0,Linux,2.33,6.659127239126539,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,AMD,0,AMD Radeon
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4.0,Windows 10,1.91,6.214608098422191,1,0,0,0,0,0,2073600,256,0,0,0,AMD,3.0,AMD A-Series,AMD,0,AMD Radeon
403,Lenovo,ThinkPad E580,Notebook,15.6,8.0,Windows 10,2.1,7.115224629308743,1,1,0,0,0,0,2073600,256,0,0,0,Intel,1.8,Intel i7,AMD,0,AMD Radeon
404,Lenovo,ThinkPad L470,Notebook,14.0,8.0,Windows 10,1.9,6.844815479208263,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
405,Dell,Precision M5520,Workstation,15.6,8.0,Windows 10,1.78,7.905810312658931,0,0,0,1,0,1,8294400,256,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia Quadro
406,Lenovo,Thinkpad X1,Ultrabook,14.0,16.0,Windows 10,1.13,7.873217054862741,0,1,0,0,0,0,3686400,1024,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4.0,Windows 10,2.2,5.726847747587197,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16.0,Windows 10,2.9,7.333023014386481,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
409,Lenovo,ThinkPad E580,Notebook,15.6,8.0,Windows 10,2.1,7.04359650189355,1,1,0,0,0,0,2073600,256,1024,0,0,Intel,1.6,Intel i5,AMD,0,AMD Radeon
410,Acer,Aspire 7,Notebook,15.6,8.0,Linux,2.5,6.779921907472252,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
411,MSI,GE73VR 7RF,Gaming,17.3,16.0,Windows 10,2.8,7.718685495198466,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
412,Asus,Zenbook 3,Ultrabook,14.0,8.0,Windows 10,1.1,7.535830462798367,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16.0,Windows 10,1.2,7.466227556215481,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.5,Intel i7,Intel,1,Intel Graphics
414,Dell,Latitude 7480,Ultrabook,14.0,8.0,Windows 10,1.36,7.427144133408616,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.8,Intel i7,Intel,1,Intel Graphics
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4.0,Windows 10,2.2,6.016157159698354,1,0,0,0,0,0,2073600,0,500,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,2.0,Windows 10,1.15,5.721786099095776,0,0,0,0,0,0,1049088,0,0,32,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
417,Lenovo,ThinkPad P51,Workstation,15.6,8.0,Windows 10,2.67,7.563200592358071,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia Quadro
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,8.0,Windows 10,1.7,7.572502985020384,1,1,0,0,0,0,3686400,512,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4.0,Windows 10,2.1,6.152732694704104,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.0,Intel i3,AMD,0,AMD Radeon
420,Acer,Aspire R7,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,6.672045603608801,1,1,0,1,0,0,2073600,256,0,0,0,Intel,2.5,Intel i7,Intel,1,Intel Graphics
421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8.0,Windows 10,1.27,6.834108738813838,1,1,0,1,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
422,Dell,Inspiron 3567,Notebook,15.6,4.0,Linux,2.3,6.3967629746590475,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,AMD,0,AMD Radeon
423,Dell,Latitude 3380,Notebook,13.3,4.0,Windows 10,1.65,6.536691597591305,0,0,0,0,0,0,1049088,128,0,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
424,HP,EliteBook 1040,Ultrabook,14.0,8.0,Windows 10,1.43,7.313886831633462,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i7,Intel,1,Intel Graphics
425,Dell,Inspiron 3567,Notebook,15.6,8.0,Windows 10,2.14,6.293326853133583,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
426,Lenovo,ThinkPad E480,Ultrabook,14.0,8.0,Windows 10,1.75,7.103634513708157,1,1,0,0,0,0,2073600,256,0,0,0,Intel,1.8,Intel i7,AMD,0,AMD Radeon
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16.0,Windows 10,2.0,7.549609165154532,0,1,0,1,0,1,8294400,512,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
428,Chuwi,LapBook 12.3,Notebook,12.3,6.0,Windows 10,1.4,6.1092475827643655,0,1,1,0,0,0,4990464,0,0,64,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
429,HP,ProBook 650,Notebook,15.6,8.0,Windows 10,2.31,7.2640301428995295,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.9,Intel i7,Intel,1,Intel Graphics
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8.0,Linux,2.3,6.393590753950631,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.4,Intel i3,Nvidia,0,Nvidia GeForce
431,Dell,Alienware 17,Gaming,17.3,16.0,Windows 10,4.42,7.937374696163295,0,1,0,0,0,0,3686400,256,1024,0,0,Intel,2.9,Intel i7,Nvidia,0,Nvidia GeForce
432,Dell,Inspiron 7577,Gaming,15.6,8.0,Windows 10,2.62,7.05617528410041,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
433,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.02,7.041761558829871,1,0,0,0,0,0,2073600,256,2048,0,0,Intel,1.8,Intel i7,AMD,0,AMD Radeon
434,Dell,Latitude 5480,Ultrabook,14.0,8.0,Linux,1.6,7.003065458786462,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.8,Intel i7,Intel,1,Intel Graphics
435,HP,Omen 17-w207nv,Gaming,17.3,12.0,Windows 10,3.35,7.600902459542082,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4.0,Windows 10,1.16,5.703782474656201,1,1,0,1,0,0,2073600,32,0,0,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
437,Samsung,Chromebook 3,Netbook,11.6,4.0,Chrome OS,1.15,5.598421958998375,0,0,0,0,0,0,1049088,0,0,16,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
438,Lenovo,Thinkpad 13,Notebook,13.3,8.0,Windows 10,1.4,6.918695219020472,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4.0,Windows 10,1.7,6.396929655216146,1,1,0,0,0,0,2073600,128,0,0,0,Intel,2.7,Intel i3,Intel,1,Intel Graphics
440,Lenovo,Thinkpad T570,Workstation,15.6,16.0,Windows 10,2.3,7.802209316247118,0,1,0,0,0,1,8294400,512,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
441,Lenovo,Thinkpad P51,Notebook,15.6,16.0,Windows 10,2.5,7.803843303538772,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.9,Intel i7,Nvidia,0,Nvidia Quadro
442,Asus,Rog Strix,Gaming,17.3,8.0,Windows 10,3.2,7.4360278163518485,1,0,0,0,0,0,2073600,256,1024,0,0,AMD,3.2,AMD Ryzen,AMD,0,AMD Radeon
443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4.0,Windows 10,2.1,5.8522024797744745,0,0,0,0,0,0,1049088,0,500,0,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
444,Google,Pixelbook (Core,Ultrabook,12.3,16.0,Chrome OS,1.1,7.696212639346407,0,0,0,1,0,0,3840000,512,0,0,0,Intel,1.3,Intel i7,Intel,1,Intel Graphics
445,Lenovo,ThinkPad T470s,Ultrabook,14.0,24.0,Windows 10,1.32,7.776115477098742,0,0,0,0,0,0,3686400,512,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
446,Asus,VivoBook Max,Notebook,15.6,4.0,Linux,2.0,6.327936783729195,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
447,Lenovo,IdeaPad 320-15AST,Notebook,17.3,8.0,Windows 10,2.8,6.253828811575473,0,0,0,0,0,0,1440000,0,1024,0,0,AMD,2.5,AMD A-Series,AMD,0,AMD Radeon
448,Dell,Inspiron 5570,Notebook,15.6,4.0,Windows 10,2.2,6.620073206530356,1,0,0,0,0,0,2073600,256,0,0,0,Intel,1.6,Intel i5,AMD,0,AMD Radeon
449,Lenovo,ThinkPad X270,Ultrabook,12.5,8.0,Windows 10,1.36,7.265429723253953,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4.0,Windows 10,2.2,5.857933154483459,1,0,0,0,0,0,2073600,128,0,0,0,Intel,1.1,Intel Pentium,Intel,1,Intel Graphics
